time,open,high,low,close,volume,spread
2026-03-23 01:01:00,3128.52,3128.6,3128.23,3128.29,127,20.5
2026-03-23 01:02:00,3128.29,3128.37,3127.97,3128.18,139,25.3
2026-03-23 01:03:00,3128.18,3128.27,3128.05,3128.15,85,28.3
2026-03-23 01:04:00,3128.15,3128.35,3128.1,3128.23,81,27.5
2026-03-23 01:05:00,3128.23,3128.25,3128.1,3128.14,42,22.9
2026-03-23 01:06:00,3128.14,3128.25,3128.1,3128.21,32,23.8
2026-03-23 01:07:00,3128.21,3128.54,3128.01,3128.31,134,24.2
2026-03-23 01:08:00,3128.31,3128.37,3127.8,3127.97,131,25.8
2026-03-23 01:09:00,3127.97,3128.13,3127.95,3128.04,53,27.5
2026-03-23 01:10:00,3128.04,3128.2,3127.63,3127.88,142,24.9
2026-03-23 01:11:00,3127.88,3128.07,3127.85,3128.04,28,26.2
2026-03-23 01:12:00,3128.04,3128.14,3128.01,3128.12,68,24.3
2026-03-23 01:13:00,3128.12,3128.26,3128.0,3128.06,35,23.8
2026-03-23 01:14:00,3128.06,3128.44,3127.93,3128.43,30,27.5
2026-03-23 01:15:00,3128.43,3128.56,3128.42,3128.56,41,29.5
2026-03-23 01:16:00,3128.56,3128.77,3128.51,3128.73,148,21.1
2026-03-23 01:17:00,3128.73,3128.93,3128.66,3128.69,28,21.1
2026-03-23 01:18:00,3128.69,3128.92,3128.48,3128.83,131,25.8
2026-03-23 01:19:00,3128.83,3128.99,3128.62,3128.76,40,21.0
2026-03-23 01:20:00,3128.76,3128.97,3128.65,3128.96,26,25.7
2026-03-23 01:21:00,3128.96,3129.06,3128.94,3129.02,131,28.2
2026-03-23 01:22:00,3129.02,3129.24,3128.88,3129.11,124,21.5
2026-03-23 01:23:00,3129.11,3129.36,3128.94,3129.29,131,24.4
2026-03-23 01:24:00,3129.29,3129.4,3129.0,3129.07,88,22.8
2026-03-23 01:25:00,3129.07,3129.22,3129.05,3129.16,137,21.8
2026-03-23 01:26:00,3129.16,3129.18,3128.97,3129.0,96,28.8
2026-03-23 01:27:00,3129.0,3129.07,3128.82,3128.96,36,26.9
2026-03-23 01:28:00,3128.96,3129.02,3128.94,3128.98,120,24.0
2026-03-23 01:29:00,3128.98,3129.27,3128.95,3129.22,117,23.5
2026-03-23 01:30:00,3129.22,3129.24,3128.92,3128.98,117,21.2
2026-03-23 01:31:00,3128.98,3129.09,3128.81,3128.94,62,27.6
2026-03-23 01:32:00,3128.94,3129.26,3128.89,3129.14,114,21.8
2026-03-23 01:33:00,3129.14,3129.19,3129.14,3129.17,61,26.4
2026-03-23 01:34:00,3129.17,3129.41,3128.9,3129.2,76,24.4
2026-03-23 01:35:00,3129.2,3129.29,3129.08,3129.26,146,25.8
2026-03-23 01:36:00,3129.26,3129.64,3129.22,3129.46,91,29.9
2026-03-23 01:37:00,3129.46,3129.73,3129.42,3129.65,97,29.1
2026-03-23 01:38:00,3129.65,3129.66,3129.62,3129.64,45,26.1
2026-03-23 01:39:00,3129.64,3129.69,3129.18,3129.29,85,25.5
2026-03-23 01:40:00,3129.29,3129.35,3129.14,3129.25,125,22.3
2026-03-23 01:41:00,3129.25,3129.29,3129.0,3129.03,53,25.9
2026-03-23 01:42:00,3129.03,3129.09,3129.01,3129.08,97,29.1
2026-03-23 01:43:00,3129.08,3129.1,3128.99,3129.04,59,24.4
2026-03-23 01:44:00,3129.04,3129.12,3129.02,3129.09,36,24.9
2026-03-23 01:45:00,3129.09,3129.31,3129.09,3129.13,122,26.7
2026-03-23 01:46:00,3129.13,3129.51,3128.99,3129.38,48,22.7
2026-03-23 01:47:00,3129.38,3129.74,3129.28,3129.46,77,24.4
2026-03-23 01:48:00,3129.46,3129.62,3129.31,3129.56,129,26.7
2026-03-23 01:49:00,3129.56,3129.57,3129.46,3129.47,123,20.4
2026-03-23 01:50:00,3129.47,3129.79,3129.44,3129.7,71,25.1
2026-03-23 01:51:00,3129.7,3129.79,3129.68,3129.79,41,25.0
2026-03-23 01:52:00,3129.79,3130.21,3129.68,3129.86,45,24.4
2026-03-23 01:53:00,3129.86,3129.91,3129.8,3129.89,39,20.1
2026-03-23 01:54:00,3129.89,3130.21,3129.83,3130.07,131,21.2
2026-03-23 01:55:00,3130.07,3130.08,3130.0,3130.02,101,24.7
2026-03-23 01:56:00,3130.02,3130.32,3129.8,3130.2,89,28.8
2026-03-23 01:57:00,3130.2,3130.37,3130.11,3130.2,109,20.0
2026-03-23 01:58:00,3130.2,3130.26,3130.11,3130.17,66,21.5
2026-03-23 01:59:00,3130.17,3130.26,3130.12,3130.23,77,29.8
2026-03-23 02:00:00,3130.23,3130.31,3130.18,3130.26,44,27.4
2026-03-23 02:01:00,3130.26,3130.33,3129.94,3130.09,136,20.4
2026-03-23 02:02:00,3130.09,3130.28,3130.04,3130.21,34,21.0
2026-03-23 02:03:00,3130.21,3130.36,3130.17,3130.3,134,29.7
2026-03-23 02:04:00,3130.3,3130.47,3129.91,3130.03,94,26.7
2026-03-23 02:05:00,3130.03,3130.2,3129.91,3130.05,120,20.7
2026-03-23 02:06:00,3130.05,3130.18,3130.04,3130.17,28,29.8
2026-03-23 02:07:00,3130.17,3130.2,3130.02,3130.03,92,28.0
2026-03-23 02:08:00,3130.03,3130.25,3129.93,3130.17,88,26.8
2026-03-23 02:09:00,3130.17,3130.4,3130.14,3130.35,26,21.4
2026-03-23 02:10:00,3130.35,3130.44,3130.33,3130.41,63,24.7
2026-03-23 02:11:00,3130.41,3130.82,3130.38,3130.69,74,24.2
2026-03-23 02:12:00,3130.69,3130.72,3130.68,3130.69,131,21.1
2026-03-23 02:13:00,3130.69,3131.02,3130.57,3130.88,31,22.7
2026-03-23 02:14:00,3130.88,3131.22,3130.68,3131.14,53,27.5
2026-03-23 02:15:00,3131.14,3131.27,3130.8,3130.96,132,26.2
2026-03-23 02:16:00,3130.96,3131.04,3130.89,3131.03,41,21.0
2026-03-23 02:17:00,3131.03,3131.14,3131.0,3131.09,94,23.0
2026-03-23 02:18:00,3131.09,3131.12,3131.04,3131.07,148,23.7
2026-03-23 02:19:00,3131.07,3131.18,3131.0,3131.17,43,27.5
2026-03-23 02:20:00,3131.17,3131.22,3131.13,3131.17,36,22.3
2026-03-23 02:21:00,3131.17,3131.22,3130.96,3131.07,111,20.1
2026-03-23 02:22:00,3131.07,3131.15,3130.99,3131.07,145,23.8
2026-03-23 02:23:00,3131.07,3131.07,3131.03,3131.06,141,29.2
2026-03-23 02:24:00,3131.06,3131.25,3131.06,3131.19,55,26.5
2026-03-23 02:25:00,3131.19,3131.42,3131.11,3131.32,146,21.4
2026-03-23 02:26:00,3131.32,3131.53,3131.24,3131.38,145,25.9
2026-03-23 02:27:00,3131.38,3131.43,3131.02,3131.17,134,20.3
2026-03-23 02:28:00,3131.17,3131.18,3130.99,3131.05,148,29.8
2026-03-23 02:29:00,3131.05,3131.54,3130.94,3131.39,101,28.5
2026-03-23 02:30:00,3131.39,3131.43,3131.02,3131.26,95,20.5
2026-03-23 02:31:00,3131.26,3131.91,3131.2,3131.75,140,22.2
2026-03-23 02:32:00,3131.75,3132.55,3131.72,3132.29,135,22.8
2026-03-23 02:33:00,3132.29,3132.4,3132.23,3132.34,47,20.1
2026-03-23 02:34:00,3132.34,3132.39,3132.34,3132.38,100,21.3
2026-03-23 02:35:00,3132.38,3132.39,3132.01,3132.36,135,25.0
2026-03-23 02:36:00,3132.36,3133.0,3131.84,3132.28,38,23.0
2026-03-23 02:37:00,3132.28,3132.28,3132.17,3132.19,33,29.1
2026-03-23 02:38:00,3132.19,3132.27,3131.88,3131.93,89,26.2
2026-03-23 02:39:00,3131.93,3132.1,3131.6,3131.76,123,21.0
2026-03-23 02:40:00,3131.76,3131.89,3131.33,3131.42,118,28.7
2026-03-23 02:41:00,3131.42,3131.57,3131.4,3131.5,143,24.3
2026-03-23 02:42:00,3131.5,3131.67,3131.48,3131.58,32,20.9
2026-03-23 02:43:00,3131.58,3131.62,3131.56,3131.61,110,25.6
2026-03-23 02:44:00,3131.61,3131.62,3131.59,3131.59,89,24.2
2026-03-23 02:45:00,3131.59,3131.6,3131.46,3131.52,72,26.6
2026-03-23 02:46:00,3131.52,3131.59,3131.4,3131.48,111,22.8
2026-03-23 02:47:00,3131.48,3131.95,3131.4,3131.59,48,20.3
2026-03-23 02:48:00,3131.59,3131.66,3131.56,3131.65,33,27.6
2026-03-23 02:49:00,3131.65,3131.68,3131.52,3131.53,78,26.3
2026-03-23 02:50:00,3131.53,3131.74,3131.01,3131.43,44,21.6
2026-03-23 02:51:00,3131.43,3131.55,3131.33,3131.5,87,26.2
2026-03-23 02:52:00,3131.5,3131.5,3131.43,3131.48,100,24.1
2026-03-23 02:53:00,3131.48,3131.62,3131.45,3131.6,25,26.7
2026-03-23 02:54:00,3131.6,3131.61,3131.54,3131.57,80,29.5
2026-03-23 02:55:00,3131.57,3131.69,3131.01,3131.26,128,23.8
2026-03-23 02:56:00,3131.26,3131.27,3131.17,3131.2,79,24.0
2026-03-23 02:57:00,3131.2,3131.22,3130.98,3130.99,66,27.1
2026-03-23 02:58:00,3130.99,3131.05,3130.69,3130.71,80,29.5
2026-03-23 02:59:00,3130.71,3130.74,3130.69,3130.71,67,25.2
2026-03-23 03:00:00,3130.71,3130.77,3130.5,3130.53,147,20.8
2026-03-23 03:01:00,3130.53,3130.55,3130.32,3130.34,102,28.2
2026-03-23 03:02:00,3130.34,3130.73,3130.23,3130.61,99,27.6
2026-03-23 03:03:00,3130.61,3130.84,3130.53,3130.73,135,29.2
2026-03-23 03:04:00,3130.73,3130.87,3130.38,3130.52,70,23.2
2026-03-23 03:05:00,3130.52,3130.53,3130.46,3130.52,34,23.1
2026-03-23 03:06:00,3130.52,3130.71,3130.44,3130.64,119,29.8
2026-03-23 03:07:00,3130.64,3130.87,3130.57,3130.69,85,24.5
2026-03-23 03:08:00,3130.69,3130.97,3130.39,3130.43,107,29.6
2026-03-23 03:09:00,3130.43,3130.56,3130.38,3130.5,45,22.5
2026-03-23 03:10:00,3130.5,3130.51,3130.14,3130.3,67,29.2
2026-03-23 03:11:00,3130.3,3130.53,3130.17,3130.46,109,20.9
2026-03-23 03:12:00,3130.46,3130.66,3130.42,3130.49,108,26.0
2026-03-23 03:13:00,3130.49,3130.68,3130.46,3130.54,73,23.9
2026-03-23 03:14:00,3130.54,3131.2,3130.19,3130.7,36,23.3
2026-03-23 03:15:00,3130.7,3130.91,3130.68,3130.86,52,24.2
2026-03-23 03:16:00,3130.86,3131.13,3130.79,3131.1,89,27.7
2026-03-23 03:17:00,3131.1,3131.76,3130.95,3131.74,123,28.4
2026-03-23 03:18:00,3131.74,3131.91,3131.61,3131.79,117,26.0
2026-03-23 03:19:00,3131.79,3131.91,3131.72,3131.86,61,24.1
2026-03-23 03:20:00,3131.86,3132.26,3131.52,3131.87,49,27.8
2026-03-23 03:21:00,3131.87,3132.28,3131.73,3131.97,73,29.5
2026-03-23 03:22:00,3131.97,3132.16,3131.96,3132.02,86,24.2
2026-03-23 03:23:00,3132.02,3132.14,3131.99,3132.1,61,25.5
2026-03-23 03:24:00,3132.1,3132.12,3131.61,3131.92,129,21.6
2026-03-23 03:25:00,3131.92,3131.97,3131.91,3131.97,55,23.5
2026-03-23 03:26:00,3131.97,3132.0,3131.97,3131.99,43,20.8
2026-03-23 03:27:00,3131.99,3132.33,3131.95,3132.11,115,22.9
2026-03-23 03:28:00,3132.11,3132.14,3132.08,3132.13,102,26.2
2026-03-23 03:29:00,3132.13,3132.14,3132.1,3132.11,78,21.1
2026-03-23 03:30:00,3132.11,3132.48,3132.01,3132.37,98,26.2
2026-03-23 03:31:00,3132.37,3132.55,3132.34,3132.47,78,21.4
2026-03-23 03:32:00,3132.47,3132.68,3131.92,3132.32,89,26.7
2026-03-23 03:33:00,3132.32,3132.37,3132.19,3132.3,57,23.9
2026-03-23 03:34:00,3132.3,3132.41,3132.21,3132.39,121,23.6
2026-03-23 03:35:00,3132.39,3132.54,3132.38,3132.43,124,20.4
2026-03-23 03:36:00,3132.43,3132.47,3132.27,3132.33,29,29.8
2026-03-23 03:37:00,3132.33,3132.34,3132.31,3132.34,90,20.4
2026-03-23 03:38:00,3132.34,3132.38,3132.14,3132.29,31,28.2
2026-03-23 03:39:00,3132.29,3132.3,3132.28,3132.3,120,23.3
2026-03-23 03:40:00,3132.3,3132.35,3132.08,3132.24,59,29.6
2026-03-23 03:41:00,3132.24,3132.34,3132.21,3132.31,94,27.3
2026-03-23 03:42:00,3132.31,3132.38,3132.23,3132.25,81,21.0
2026-03-23 03:43:00,3132.25,3132.48,3131.99,3132.35,60,20.4
2026-03-23 03:44:00,3132.35,3132.64,3132.27,3132.56,45,27.9
2026-03-23 03:45:00,3132.56,3132.76,3132.55,3132.63,33,21.4
2026-03-23 03:46:00,3132.63,3132.64,3132.34,3132.39,72,26.5
2026-03-23 03:47:00,3132.39,3132.79,3132.32,3132.66,108,27.6
2026-03-23 03:48:00,3132.66,3132.88,3132.65,3132.75,124,29.6
2026-03-23 03:49:00,3132.75,3133.0,3132.17,3132.76,87,24.5
2026-03-23 03:50:00,3132.76,3133.06,3132.63,3132.84,148,21.4
2026-03-23 03:51:00,3132.84,3132.88,3132.81,3132.87,139,23.2
2026-03-23 03:52:00,3132.87,3132.89,3132.8,3132.81,50,21.6
2026-03-23 03:53:00,3132.81,3132.86,3132.47,3132.58,84,22.4
2026-03-23 03:54:00,3132.58,3132.64,3132.47,3132.52,92,25.5
2026-03-23 03:55:00,3132.52,3132.54,3132.43,3132.48,34,24.1
2026-03-23 03:56:00,3132.48,3132.62,3132.25,3132.3,148,26.8
2026-03-23 03:57:00,3132.3,3132.89,3132.14,3132.55,63,25.0
2026-03-23 03:58:00,3132.55,3132.85,3132.14,3132.51,57,23.2
2026-03-23 03:59:00,3132.51,3132.56,3132.31,3132.37,36,29.6
2026-03-23 04:00:00,3132.37,3132.58,3132.28,3132.44,132,21.7
2026-03-23 04:01:00,3132.44,3132.46,3132.11,3132.41,123,20.4
2026-03-23 04:02:00,3132.41,3132.5,3132.33,3132.42,62,26.5
2026-03-23 04:03:00,3132.42,3132.48,3132.22,3132.26,83,23.0
2026-03-23 04:04:00,3132.26,3132.3,3132.06,3132.09,116,20.6
2026-03-23 04:05:00,3132.09,3132.19,3132.04,3132.15,90,29.9
2026-03-23 04:06:00,3132.15,3132.16,3132.0,3132.03,74,23.2
2026-03-23 04:07:00,3132.03,3132.5,3131.72,3132.05,144,24.2
2026-03-23 04:08:00,3132.05,3132.11,3132.02,3132.06,27,23.1
2026-03-23 04:09:00,3132.06,3132.09,3131.78,3131.88,31,23.9
2026-03-23 04:10:00,3131.88,3132.12,3131.78,3132.03,80,24.9
2026-03-23 04:11:00,3132.03,3132.07,3131.87,3131.88,31,22.6
2026-03-23 04:12:00,3131.88,3131.95,3131.78,3131.82,104,21.9
2026-03-23 04:13:00,3131.82,3131.99,3131.26,3131.73,68,21.2
2026-03-23 04:14:00,3131.73,3131.78,3131.72,3131.78,116,23.7
2026-03-23 04:15:00,3131.78,3131.94,3131.73,3131.87,66,24.7
2026-03-23 04:16:00,3131.87,3132.03,3131.44,3131.63,90,23.2
2026-03-23 04:17:00,3131.63,3131.75,3131.61,3131.69,111,27.1
2026-03-23 04:18:00,3131.69,3131.87,3131.28,3131.5,58,24.2
2026-03-23 04:19:00,3131.5,3131.91,3131.33,3131.73,99,27.8
2026-03-23 04:20:00,3131.73,3131.81,3131.58,3131.61,98,25.2
2026-03-23 04:21:00,3131.61,3131.64,3131.27,3131.29,113,21.1
2026-03-23 04:22:00,3131.29,3131.49,3130.83,3131.08,91,25.0
2026-03-23 04:23:00,3131.08,3131.18,3130.83,3130.9,47,23.3
2026-03-23 04:24:00,3130.9,3131.12,3130.28,3130.62,58,25.3
2026-03-23 04:25:00,3130.62,3130.66,3130.46,3130.48,149,21.9
2026-03-23 04:26:00,3130.48,3130.53,3130.26,3130.34,144,27.7
2026-03-23 04:27:00,3130.34,3130.41,3130.0,3130.05,150,22.7
2026-03-23 04:28:00,3130.05,3130.07,3129.99,3129.99,143,23.5
2026-03-23 04:29:00,3129.99,3130.01,3129.75,3129.83,144,22.6
2026-03-23 04:30:00,3129.83,3129.96,3129.77,3129.95,53,22.7
2026-03-23 04:31:00,3129.95,3130.12,3129.94,3130.04,123,20.5
2026-03-23 04:32:00,3130.04,3130.2,3129.98,3130.05,108,29.6
2026-03-23 04:33:00,3130.05,3130.1,3129.88,3129.97,36,29.6
2026-03-23 04:34:00,3129.97,3130.0,3129.86,3129.87,132,22.3
2026-03-23 04:35:00,3129.87,3130.18,3129.0,3129.51,144,29.2
2026-03-23 04:36:00,3129.51,3129.55,3129.35,3129.43,67,28.7
2026-03-23 04:37:00,3129.43,3129.48,3129.27,3129.4,133,29.9
2026-03-23 04:38:00,3129.4,3129.5,3129.22,3129.37,26,22.7
2026-03-23 04:39:00,3129.37,3129.49,3129.14,3129.17,134,27.9
2026-03-23 04:40:00,3129.17,3129.19,3128.83,3128.98,86,24.1
2026-03-23 04:41:00,3128.98,3128.99,3128.93,3128.97,147,22.5
2026-03-23 04:42:00,3128.97,3128.99,3128.7,3128.79,84,25.8
2026-03-23 04:43:00,3128.79,3128.9,3128.56,3128.67,64,24.1
2026-03-23 04:44:00,3128.67,3128.79,3128.65,3128.73,83,26.4
2026-03-23 04:45:00,3128.73,3128.78,3128.54,3128.61,93,26.1
2026-03-23 04:46:00,3128.61,3128.7,3128.47,3128.55,92,28.3
2026-03-23 04:47:00,3128.55,3128.56,3128.12,3128.25,89,20.8
2026-03-23 04:48:00,3128.25,3128.41,3128.19,3128.33,87,25.4
2026-03-23 04:49:00,3128.33,3128.66,3128.21,3128.51,83,25.1
2026-03-23 04:50:00,3128.51,3128.52,3128.38,3128.38,52,25.6
2026-03-23 04:51:00,3128.38,3128.39,3128.06,3128.19,144,20.5
2026-03-23 04:52:00,3128.19,3128.2,3127.93,3128.0,118,29.9
2026-03-23 04:53:00,3128.0,3128.22,3127.29,3127.95,141,24.2
2026-03-23 04:54:00,3127.95,3128.27,3127.94,3128.17,93,20.8
2026-03-23 04:55:00,3128.17,3128.57,3127.55,3128.03,150,21.3
2026-03-23 04:56:00,3128.03,3128.1,3127.66,3127.78,60,26.7
2026-03-23 04:57:00,3127.78,3127.79,3127.48,3127.66,103,28.8
2026-03-23 04:58:00,3127.66,3127.69,3127.65,3127.69,115,28.8
2026-03-23 04:59:00,3127.69,3127.7,3127.61,3127.63,121,22.4
2026-03-23 05:00:00,3127.63,3127.81,3127.33,3127.43,101,20.6
2026-03-23 05:01:00,3127.43,3127.48,3127.29,3127.36,91,28.2
2026-03-23 05:02:00,3127.36,3128.01,3127.16,3127.62,79,23.0
2026-03-23 05:03:00,3127.62,3127.74,3127.6,3127.69,92,20.5
2026-03-23 05:04:00,3127.69,3127.8,3127.55,3127.7,63,24.2
2026-03-23 05:05:00,3127.7,3127.75,3127.67,3127.75,78,21.4
2026-03-23 05:06:00,3127.75,3127.87,3127.52,3127.68,36,21.3
2026-03-23 05:07:00,3127.68,3127.72,3127.67,3127.71,30,28.3
2026-03-23 05:08:00,3127.71,3127.76,3127.53,3127.65,67,21.9
2026-03-23 05:09:00,3127.65,3127.68,3127.22,3127.34,120,29.1
2026-03-23 05:10:00,3127.34,3127.38,3127.25,3127.28,124,24.8
2026-03-23 05:11:00,3127.28,3127.47,3127.22,3127.41,137,24.7
2026-03-23 05:12:00,3127.41,3127.79,3127.32,3127.51,77,21.0
2026-03-23 05:13:00,3127.51,3127.51,3127.28,3127.41,99,28.6
2026-03-23 05:14:00,3127.41,3127.51,3127.38,3127.44,108,24.2
2026-03-23 05:15:00,3127.44,3127.63,3127.31,3127.51,119,23.4
2026-03-23 05:16:00,3127.51,3127.58,3127.3,3127.49,94,21.7
2026-03-23 05:17:00,3127.49,3127.59,3127.34,3127.35,129,29.6
2026-03-23 05:18:00,3127.35,3127.44,3127.06,3127.06,89,27.6
2026-03-23 05:19:00,3127.06,3127.35,3126.93,3127.17,109,20.6
2026-03-23 05:20:00,3127.17,3127.19,3126.96,3127.1,27,20.1
2026-03-23 05:21:00,3127.1,3127.17,3127.02,3127.04,142,27.0
2026-03-23 05:22:00,3127.04,3127.13,3126.97,3127.06,72,21.5
2026-03-23 05:23:00,3127.06,3127.25,3127.04,3127.19,130,24.6
2026-03-23 05:24:00,3127.19,3127.32,3127.16,3127.3,32,26.5
2026-03-23 05:25:00,3127.3,3127.37,3126.99,3127.06,67,27.0
2026-03-23 05:26:00,3127.06,3127.17,3127.03,3127.16,138,28.6
2026-03-23 05:27:00,3127.16,3127.5,3127.08,3127.22,94,22.7
2026-03-23 05:28:00,3127.22,3127.6,3126.93,3127.29,116,20.3
2026-03-23 05:29:00,3127.29,3127.33,3127.14,3127.19,133,29.3
2026-03-23 05:30:00,3127.19,3127.26,3126.95,3127.02,89,29.0
2026-03-23 05:31:00,3127.02,3127.21,3127.01,3127.19,102,23.5
2026-03-23 05:32:00,3127.19,3127.21,3126.84,3126.94,87,29.5
2026-03-23 05:33:00,3126.94,3127.07,3126.89,3127.05,73,25.5
2026-03-23 05:34:00,3127.05,3127.08,3127.04,3127.07,106,26.2
2026-03-23 05:35:00,3127.07,3127.09,3126.64,3126.8,81,23.9
2026-03-23 05:36:00,3126.8,3126.87,3126.77,3126.82,28,22.7
2026-03-23 05:37:00,3126.82,3126.96,3126.73,3126.85,26,25.5
2026-03-23 05:38:00,3126.85,3127.51,3126.65,3127.08,46,23.9
2026-03-23 05:39:00,3127.08,3127.22,3127.07,3127.19,46,21.7
2026-03-23 05:40:00,3127.19,3127.21,3127.04,3127.09,101,24.2
2026-03-23 05:41:00,3127.09,3127.09,3127.03,3127.05,132,24.6
2026-03-23 05:42:00,3127.05,3127.24,3126.65,3126.94,42,28.0
2026-03-23 05:43:00,3126.94,3127.11,3126.91,3127.01,75,26.0
2026-03-23 05:44:00,3127.01,3127.04,3126.84,3126.9,129,22.9
2026-03-23 05:45:00,3126.9,3126.98,3126.21,3126.69,48,23.7
2026-03-23 05:46:00,3126.69,3126.91,3126.64,3126.81,113,25.5
2026-03-23 05:47:00,3126.81,3126.95,3126.67,3126.71,63,28.5
2026-03-23 05:48:00,3126.71,3126.75,3126.58,3126.61,76,26.6
2026-03-23 05:49:00,3126.61,3126.74,3126.29,3126.3,148,29.2
2026-03-23 05:50:00,3126.3,3126.37,3125.97,3126.05,70,29.0
2026-03-23 05:51:00,3126.05,3126.13,3125.85,3125.95,148,26.1
2026-03-23 05:52:00,3125.95,3125.98,3125.85,3125.89,99,29.7
2026-03-23 05:53:00,3125.89,3125.92,3125.79,3125.85,113,22.2
2026-03-23 05:54:00,3125.85,3125.96,3125.84,3125.87,145,23.4
2026-03-23 05:55:00,3125.87,3125.92,3125.8,3125.84,69,23.5
2026-03-23 05:56:00,3125.84,3125.89,3125.74,3125.75,133,24.4
2026-03-23 05:57:00,3125.75,3125.97,3125.35,3125.58,91,21.1
